mz_time	JDC_20160102_LU.CT22_001	JDC_20160102_LU.CT23_001	JDC_20160102_LU.CT24_001	JDC_20160102_LU.CT48_001	JDC_20160102_LU.CT50_001	JDC_20160102_LU.CTH26_001	JDC_20160102_LU.CTH28_001	JDC_20160102_LU.CTH46_001	JDC_20160102_LU.CTH47_001	JDC_20160102_LU.CTH49_001
163.9900629_234.615	16365636.77	12391335.58	6057720.739	8823266.383	6403481.94	8189677.796	11337494.29	10918467.3	6225971.808	8896500.194
163.990063_312.555	4035053.698	14014033.36	7472343.066	5531242.43	7124257.903	6031696.077	9626016.656	10005103.85	8149843.643	7244867.183
163.9900887_181.7535	50032152.37	18402672.06	143417581.5	14983888.55	13768136.84	65991987.17	15539282.1	14743144.5	13222090.03	17168797.66
163.9900684_370.589	6481194.407	8219483.925	10872215.28	7179570.492	9435591.8	9458836.764	13744123.99	9631494.044	8444164.908	12332590.8
164.0078203_292.521	576703.1753	1276701.369	2753992.158	1777822.199	2103891.678	4240420.797	816017.5681	1563479.007	3588459.172	2536806.221
164.0663881_308.2775	15878302.04	33941412.38	74530850.84	33445285.43	36826802.53	164170384.6	15558551.29	32259211.81	53467708.55	22929287.26
164.1163647_252.863	2335897.672	1726200.892	3674681.234	5029855.077	3760725.715	2673530.81	339638.7551	1394485.018	1204127.48	1614759.745
164.9295509_160.59	0	1493966.18	8374585.893	3097464.988	15963456.59	24638022.42	30579.66047	23420619.92	24466945.26	408039.0729
164.9296017_184.995	2088186.852	7037131.356	22518.14477	13178993.38	7098323.558	15002.6814	5267292.625	10704174.46	12185768.2	5830922.33
164.9931946_115.646	2805840.043	3763008.648	3602734.325	2000322.533	2190078.316	3123930.216	4698056.482	3302913.258	657874.1688	2135000.026
164.9931611_45.3613	624907.5268	741005.2011	3654236.152	509563.7736	2622589.76	4131816.335	607988.1493	8950077.845	2569465.297	2845200.21
164.993378_26.5872	639919.6441	743786.8632	1124889.385	4270896.329	3343975.03	943711.9119	1355045.727	3509637.025	3060820.657	3322653.539
165.0542009_206.809	56588595.77	59421733.94	61386992.68	54864241.79	59082321.43	75334665.93	46776856.46	67178706.86	93100443.68	74961336.27
165.0673621_308.5575	1223059.841	2561089.082	4958618.862	3940904.301	3556731.964	5131732.922	1436526.886	3123994.943	4365677.238	2138129.7
165.0905847_115.917	2980402.119	2103298.234	3974841.174	1796631.798	3788404.784	3312798.991	2779474.424	4448273.229	3396536.885	4138923.757
165.0905913_131.72	4197566.114	1499513.041	1337584.016	4499378.504	3048035.538	2730099.101	1429392.322	3250011.203	2518988.008	4536021.779
165.1269839_39.2628	655058.5137	928032.6883	1010556.268	1585523.788	1970055.544	525826.9451	1211611.203	1915513.125	4078531.461	1783335.228
165.1270113_136.311	4470579.334	1301175.514	21152323.64	1582760.639	1490277.237	1889941.145	1531749.13	1780610.049	2990239.54	1849064.323
165.5231651_343.4635	645058.3314	1218729.57	3096336.397	1103080.906	870905.5093	1165317.206	260690.1449	881832.5366	509704.6305	705351.5083
165.9662818_232.351	1045630.25	981697.9338	5305512.981	927099.6402	1359058.546	7427779.366	206856.586	1685994.108	1247404.696	1025598.319
165.987226_239.624	4113197.198	1980998.238	187949.6835	274309.493	373158.6512	1085351.291	386117.2743	716949.5973	991845.9752	595491.8672
165.9863187_119.844	26709940.83	17109848.53	18364085.83	28000301.78	23683684.58	19298009.97	15671156.52	28680317.99	27144077.23	30202688.27
165.9902196_46.5341	1156659.407	838375.9208	2708381.09	1254471.241	1162063.164	3110996.216	900195.0018	1540149.615	3566790.618	1237549.916
165.9825312_307.432	10321029.09	10265286.37	7169092.811	7038981.67	6483311.917	6506514.502	11318734.1	8269241.513	6256573.38	6935962.885
165.9824542_332.0445	25409646.27	25412981.11	14048566.54	33727535.36	22519109.82	13107833.39	22372315.9	16634515.13	29990623.02	37836237.35
165.9905246_26.0812	1235781.447	1115587.228	1638538.999	2064346.497	2151012.122	1156231.856	1000890.018	1484167.751	1858812.883	1645284.528
166.0143666_46.2954	785411.9908	767905.3998	7357664.89	4145517.759	1968513.943	4237419.817	476285.1624	2465930.194	2580915.477	730940.4791
166.0325533_84.7358	563464.652	689237.3216	1283101.694	2055220.681	2163944.888	1112838.997	654992.7868	1239943.461	1527396.124	1781538.699
166.0528025_285.514	3522703.624	5866425.93	19576057.12	10959683.97	8460525.758	10213546.27	3207679.966	8016468.243	10561552.21	11938510.87
166.0575396_207.312	5125943.751	4578923.631	4963908.718	4805783.687	5507516.972	3888357.15	4367621.089	6282575.89	8506904.931	6730051.949
166.0639921_308.3105	2206240.412	5169384.944	10631273.16	4854074.275	5284298.767	18912703.31	2099771.403	4620643.378	7798909.046	3409887.054
166.0834768_285.901	1990603.025	339810.2877	4946306.895	1936311.843	728685.8657	4329788.741	929766.5347	293929.4172	610312.0885	549982.8852
166.0858138_204.292	85578688.22	158118513.2	191253579.2	215139420.6	170296969.2	269743992.8	194895385.3	282757119.7	364258650.4	374232865
166.085837_43.4272	146110.3572	267532.9414	465910.8322	664945.696	531463.1172	1130066.956	191718.233	617548.8247	704217.3236	589774.7043
166.1222054_251.628	10578384.76	8098702.32	5252651.487	15338724.64	9304645.191	5271728.053	8567171.976	14884989.19	18556855.73	14908813.93
166.1222148_121.6395	2830047.633	2156312.94	2588709.094	6153220.731	1484009.874	3010023.318	3546040.02	3556687.318	2768515.563	4935848.615
166.1222131_217.575	6201674.981	4989693.056	4804186.076	8469704.093	11714025.95	4094292.731	6800442.19	7058522.342	10824879.51	6290044.046
166.9538835_121.283	3331273.931	3440214.714	2117419.649	2173861.169	3076305.011	1251059.508	2986703.717	2355761.461	2512099.833	1227134.439
166.9539103_332.5785	2752535.932	5013276.725	27649528.56	5722669.691	2887757.177	28717033.76	38155089.51	3186973.121	27215130.25	5077137.359
166.9825651_121.0865	1421122.378	1469920.212	2540670.714	4123799.317	4873364.616	3280103.256	1155207.619	3380077.041	3310820.339	1775196.803
166.9901784_334.9385	4535464.99	4540590.562	5378031.518	9404110.389	12246391.09	5301066.199	1872110.084	6986133.037	9772386.906	14977231.19
166.9902201_311.85	16448866.59	4834425.62	52419454.57	5846591.906	4794153.634	90451604.81	3507016.712	1737753.748	5291229.723	42550047.86
166.9902695_120.879	3346563.244	3863599.047	1815260.746	2454157.267	4106413.421	2313570.8	3505043.165	2667023.283	3721127.517	2470083.825
167.0123501_131.117	396158.3128	609051.6456	392740.7136	598085.1062	1337567.881	611054.3797	723759.1698	2075489.313	1654551.483	466159.8918
167.0123475_317.5475	78400247.08	104264030.1	67825386.81	158859677.2	123254453.1	41162233.45	83754934.06	161067830	163261654.5	173291417.6
167.0123482_358.561	18534246.69	11457152.83	6924628.384	20386777.7	17425287.11	6679820.81	34155534.42	19064499.52	17579208.2	28705820.03
167.0123559_282.119	6452127.557	3018125.3	2521750.653	18260557.14	10093260.26	2471075.514	7549861.5	5389004.305	8931692.541	7110858.461
167.0480398_171.881	9737237.246	6776749.687	19471529.39	10131691.11	10672652.71	17073940.83	5713309.039	8806416.708	12325513.42	12480107.26
167.0561526_285.657	1414876.657	591572.0825	869669.3797	662272.4341	582295.893	598994.9017	1392030.093	1363340.698	587306.8087	363962.3267
167.0698471_114.526	3405489.514	1630375.366	2056299.553	2221736.955	1416644.004	1104580.685	3180024.683	1348353.224	962770.9818	3274376.607
167.0698498_134.663	4439415.509	3939347.85	8021382.022	1995761.314	1640490.549	725251.683	4493368.729	1390329.241	2800870.924	1904234.256
167.0890379_203.967	7933800.229	14723328.66	12205359.54	19774399.72	15757697.35	18427883.39	17930401.96	26504488.54	33761177.34	23818641.89
167.1062125_115.828	2939279.966	1807632.516	3871524.523	2738792.749	4648121.71	3127149.467	3509740.631	3501663.927	4109866.098	4338460.363
167.1062107_131.693	2874226.283	3506689.057	1204329.695	5476542.182	6291880.46	3783022.806	5215516.646	2828145.224	2182304.959	7649104.536
167.1062071_47.22655	1357712.518	1371085.811	2685503.931	3637633.919	4212804.63	2814063.164	1302683.894	3312641.285	3986763.108	4092050.196
167.9859636_307.518	3847834.334	3745450.507	2220056.892	2044800.407	3845033.952	2302606.285	4043342.027	2813880.335	4302562.223	4995280.897
167.9815435_46.3652	559276.2439	670019.9821	1049097.772	938592.6177	1196351.333	857482.6379	416736.2503	1047892.318	1268508.725	981737.1611
167.9977878_342.285	2984669.384	326164.5284	1318820.495	2972572.18	2452459.088	1916641.772	1640431.048	6379489.036	2022019.204	3380519.007
168.0156725_318.084	3645749.88	4848861.952	2868965.256	6677759.38	8163750.366	1926954.266	2975629.611	7051876.833	6962968.787	8617020.613
168.0485779_285.609	641215.4492	307856.3859	704388.7678	766010.338	862558.713	270683.6873	587897.1725	729776.1846	959681.3129	1109654.542
168.0433137_175.04	284420.265	231421.436	346821.4286	222777.5676	217819.9576	696615.7187	258021.8033	280010.4754	664798.9043	303339.0518
168.0910971_203.697	208508.2123	379734.3129	398253.2906	439383.9874	240469.7713	394775.6491	363671.691	509111.8525	653156.1059	1033679.994
169.0351406_88.937	7383166.252	9731166.314	22576821.66	29059643.99	39398952.8	38898673.67	7515292.485	32828057.28	34871986.95	18930865.93
169.0449611_342.953	3045371.9	5741457.905	11026681.27	14740776.22	9516154.087	6391931.8	1729094.822	3683998.395	5975706.624	6950734.514
169.0453404_308.0205	3288229.331	7649765.283	15484762.74	6503413.232	6575799.895	29480547.18	4072162.495	6397841.202	9466452.614	4823006.051
169.0578696_257.847	1574114.594	3432137.882	2378539.258	1503780.676	2006720.084	2478816.966	1282884.108	3530411.251	3056399.976	2084000.283
169.0798361_111.496	597274.2285	1556846.821	2145162.985	3260907.391	3052581.589	2976478.158	301630.3154	1654545.254	3908966.876	6262123.611
169.0854548_130.777	11709685.09	13261818.29	5785227.191	10783502.69	18830660.48	23326088.33	12833069.18	10111189.41	6026657.543	11775174.45
169.0854563_46.5876	2620841.476	2649243.455	6742178.642	6160566.782	7419260.966	5874088.929	2319826.27	13193231.44	8501250.585	7202043.394
169.1218519_135.146	7224260.025	1744453.541	5604657.686	2026385.122	2512328.656	1376525.884	1996174.923	956061.2486	7108846.176	2677732.426
169.1218374_41.61155	1131657.247	522360.0923	2197265.046	1627338.673	2529394.243	548812.3473	1838364.934	4111144.937	2273584.304	2894586.654
169.5466341_342.678	287337.6269	495450.2064	1066630.958	954981.321	725377.7172	629697.1293	21370.61261	613342.8291	465830.4591	475194.7616
169.5943036_302.6155	58211.69639	886167.0652	1234696.128	822121.9607	457028.3454	2400689.014	339448.601	883640.536	1925846.381	1037776.855
169.9768261_117.55	30534497.34	29138149.33	19563070.32	34771887.67	39793627.33	19897902.65	29817265.36	22480157.46	29966318.37	33363052.5
169.9768318_45.7942	13853602.97	13353969.77	31678923.82	29189003.73	29832295.92	21572715.06	12804491.66	42996322.92	34270033.37	31610960.75
169.9768244_26.5265	13175400.85	9533355.308	14307185.2	18847844.94	20619756.71	7372466.11	10115314.46	22753653.5	23951204.39	18571720.04
169.9853317_174.907	1475393.874	36881257.03	896070.5997	65597187.08	56889342.48	3068779.532	15678216.65	85520814.44	88636708.28	26934773.74
169.9894016_343.1195	2418683.786	5943161.453	10495249.91	10989604.85	8685697.662	7336100.151	1888657.434	5775153.005	5236022.714	5795166.882
169.9893917_77.65935	337865.1356	580063.3151	845369.4949	1177005.167	1485476.307	442751.9815	4009060.709	809453.4132	582531.0428	5865304.762
170.0321431_228.025	2259930.108	9411314.425	26582721.77	3261293.713	4918321.825	29436674.95	1962311.749	4706136.193	11305217.68	4120047.489
170.0384729_88.982	4597955.251	4324116.179	1504812.717	669494.5784	1238616.377	1323510.994	6084103.971	764429.356	1290808.006	11278980.27
170.0486904_310.047	9270484.04	9159671.366	3490470.228	11784197.83	7498313.308	654972.9471	10023472.34	10937730.33	3883886.238	12130432.47
170.0648482_294.504	1279153.413	3707200.834	9197663.413	4286094.634	3498639.235	2771629.117	723472.8034	2070983.587	1021090.758	1572504.682
170.0919283_327.7755	2844449.935	7591582.711	17376200.16	9815572.824	8189983.267	44003467.99	7765119.642	38653759.99	26438611.92	11079372.78
170.0957967_124.269	1036320.311	502121.9381	1146889.21	574176.1292	1032762.945	1114638.503	683811.5387	699519.7059	1126289.178	1239490.257
170.1534518_206.349	10087736.4	9165453.892	8996933.292	10532652.55	10979591.34	10526932.3	9887061.305	9620567.147	10407083.06	10511033.82
170.1534371_125.221	12289933.72	14184595.95	15107802.16	17561508.67	18905915.16	13806976.73	14056850.61	19380407.28	20415662.73	17309074.45
170.1534874_44.4008	141571.3898	166119.1628	421838.0521	541043.2382	623961.9699	440024.3175	159683.0031	637230.7112	870502.4135	605769.3486
170.9605184_121.281	35087700.1	33516115.65	24627704.63	30940215.46	25252977.56	32396783.59	23262832.78	27465620.51	40069826.41	24806374.58
170.9605314_46.9953	292887.5779	1242354.003	15530481.8	2939539.52	4131720.789	12609814.95	377073.1925	9436546.173	16575043.78	2883162.718
170.9605239_94.0485	2202942.381	2455713.663	1428215.221	1820927.158	1556994.072	1626206.778	1526869.91	2597273.712	1908225.595	1657965.727
170.9605472_152.1585	7091897.686	7037907.474	1420530.056	7005640.908	10434288.12	560650.3806	5980674.58	4149822.6	3449305.703	5389228.46
170.9845033_26.60905	478565.8351	440024.4717	586010.4965	1073490.751	1155955.147	408500.7316	370325.0578	708066.1361	972172.83	928473.8548
170.9887465_174.352	645631.687	824629.1755	151671.1929	1041341.923	1084274.93	275113.2355	553314.3409	1268103.049	1482873.229	1365286.084
170.9838327_111.418	2748170.928	1826715.716	1601210.374	2228489.462	2818954.413	2718845.175	1187046.264	2961482.333	3628988.327	2138097.089
171.0052239_318.367	1355555.086	1872259.548	966057.982	2914280.749	2672388.17	1259327.652	1195618.233	2690729.718	2669801.275	3026363.148
171.0759095_258.053	1506039.496	4161717.557	10110745.14	8178784.329	7532887.747	19817865.23	3177184.217	10090843.55	10800020.81	8177840.162
171.0952518_327.439	3411187.122	437635.5754	1185948.404	569213.2515	429328.896	1718668.763	458823.1701	1694566.378	807964.1665	582680.9865
171.1010924_115.605	4602984.424	3363106.266	4187999.492	2168529.894	2231596.888	3429466.486	2812954.705	4134227.934	2567396.811	2550796.106
171.1010931_133.459	8713359.357	3016943.157	3263432.794	3790251.028	4715218.115	8652947.17	3800995.495	3984333.054	8010167.061	4219321.622
171.1010576_47.1165	1913539.775	2116267.412	2407958.948	7169098.075	8403900.237	1482223.904	1762666.625	6447098.183	6605682.51	1985060.027
171.9589587_120.922	10814602.71	8219853.658	7693741.218	6249067.43	8461555.277	8754362.542	7892903.278	12252837.65	11473213.88	9084876.773
171.9589751_46.6325	325492.4681	842384.4067	7758787.148	1569989.275	2114471.603	6208979.49	388249.9715	5108802.03	8884932.428	1792326.841
171.9772678_308.531	1342279.03	1523936.643	1421553.237	1597641.282	2299458.721	1067707.072	1891055.291	1480469.931	3628767.218	1924700.828
171.9811415_175.04	3739593.901	1541949.971	34612.88121	2168573.933	2498393.436	735408.3793	1200936.971	2322881.702	3775227.992	1370424.364
171.9924601_46.5948	440044.1875	545123.4847	955278.978	1343710.487	1671647.366	677959.2277	373677.0836	1076004.419	7438514.836	519987.6983
172.0295737_274.302	359639.108	577455.8803	2011157.43	866538.8465	736587.7893	658131.2842	1052843.374	976648.722	294919.6827	445100.464
172.0302337_228.444	461622.4635	607037.4057	1823104.656	370324.7893	544388.7276	1984148.963	510056.4604	420714.9307	445825.3352	325095.7686
172.0397939_180.292	1369515.907	1198185.927	30156.42197	2537249.018	962024.7364	271014.7815	303179.1804	528416.0892	818521.975	590005.8747
172.0665353_284.475	5322292.725	2560430.62	2424053.692	2553847.169	2555242.098	5383297.169	2350245.985	3857160.349	6731711.31	3712232.583
172.0963267_42.9006	343572.398	451765.1777	692034.9821	1299308.065	970252.6177	739508.6562	398490.2848	445836.5395	505658.9819	386298.1526
172.1149476_41.3595	615555.6754	600304.6853	1018806.83	1902903.137	2299133.983	1197284.156	497867.8199	1352478.573	1862800.251	869093.3523
172.132703_208.185	2524036.47	2219396.421	2027192.22	2443489.069	2381157.355	1692679.813	2222359.846	2408466.505	2250231.838	1959298.091
172.1326864_121.3	5589159.624	5207931.665	6831043.834	6947328.59	7895789.747	6277529.717	6197371.692	8358150.082	8567054.687	7299363.426
172.1691151_43.2246	195294.8177	186095.5301	810038.2309	1220805.943	1440602.975	558340.2258	356964.8748	945273.3072	1313795.247	1609736.004
172.9559036_121.2725	569574647.8	444048092.4	398177585.1	354840989.6	636336393.7	514110343	460254474.4	478371061.5	654859576.5	595332564.4
172.9559175_286.271	4833296.563	11377798.83	4543078.873	13642918.08	10872146.94	4570762.868	31666300.94	13692844.29	27209896.2	11345314.53
172.9558989_93.634	40822735.13	52223442.9	27223353.15	28293309.05	30093992.43	34611501.6	27125349.51	34933157.92	41225984.68	28590090.57
172.9559136_332.377	14279736.2	11748667.82	9199223.407	20401604.31	17252644.67	5650568.803	32524870.34	26424943.49	20288043.57	20963806.32
172.9559073_46.7925	8429724.598	24358754.33	248289697.9	54383123.86	89332387.84	204590548.8	9224178.637	175802247.8	266064654.5	55488021.08
172.9559249_153.519	77793240.91	114572069.2	25873690.57	130934377.9	101116229.8	23819192.07	117092587	67325341.36	13706415.74	129351236.3
172.95591_374.287	29306466.98	50784413.23	50946445.67	61337503.35	56122574.1	39159436.28	67054347.59	78983166.95	76321264.42	97173717.21
172.9558985_306.577	15696387.02	11386881.42	6980786.435	14193960.59	8780721.23	7732125.802	15515966.8	13755660.74	14093636.83	12592911.79
173.0205258_291.6085	7159828.407	436492.5429	1858958.776	611823.7778	2541975.295	1075463.686	8930402.329	2256171.927	1774862.024	251694.0366
173.0205111_205.9935	2578631.042	1642015.261	620607.2944	3035871.523	598855.8556	621761.379	1163985.938	4121284.44	716905.4994	4017785.026
173.0297228_426.2875	6652002.553	2713726.244	1028785.434	5121534.613	10207933.46	488213.2445	748485.5632	2698791.718	2453897.555	13098826.05
173.0422564_378.557	33826276.37	13971765.32	1000861.017	274895.3527	281878.6305	2534628.972	52662193.92	887009.1735	1337009.497	16071273.57
